itemCode,discipline,category,description,specification,quantity,unit,supplier,cost,margin,sellingRate,manufacturer,brand,model
UAEREG-03998,construction,Authority Approvals - MOEI,MOEI - Major Project Transport - Inspection Request,"Prepare, coordinate, submit, track and close out the inspection request process for major project transport requirements with MOEI, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 01 41 00 / 01 33 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://www.moei.gov.ae/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-05194,construction,Authority Approvals - SEWA,SEWA - Expedited Electricity - Technical Review,"Prepare, coordinate, submit, track and close out the technical review process for expedited electricity requirements with SEWA, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 33 00 00 / 26 00 00 / 22 00 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://www.sewa.gov.ae/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-05195,construction,Authority Approvals - SEWA,SEWA - Expedited Gas - Authority Witness Test,"Prepare, coordinate, submit, track and close out the authority witness test process for expedited gas requirements with SEWA, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 33 00 00 / 26 00 00 / 22 00 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://www.sewa.gov.ae/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-05196,construction,Authority Approvals - SEWA,SEWA - Expedited Gas - Closeout Submission,"Prepare, coordinate, submit, track and close out the closeout submission process for expedited gas requirements with SEWA, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 33 00 00 / 26 00 00 / 22 00 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://www.sewa.gov.ae/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-05197,construction,Authority Approvals - SEWA,SEWA - Expedited Gas - Comment Response,"Prepare, coordinate, submit, track and close out the comment response process for expedited gas requirements with SEWA, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 33 00 00 / 26 00 00 / 22 00 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://www.sewa.gov.ae/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-05198,construction,Authority Approvals - SEWA,SEWA - Expedited Gas - Completion Certificate,"Prepare, coordinate, submit, track and close out the completion certificate process for expedited gas requirements with SEWA, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 33 00 00 / 26 00 00 / 22 00 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://www.sewa.gov.ae/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-05199,construction,Authority Approvals - SEWA,SEWA - Expedited Gas - Document Preparation,"Prepare, coordinate, submit, track and close out the document preparation process for expedited gas requirements with SEWA, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 33 00 00 / 26 00 00 / 22 00 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://www.sewa.gov.ae/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-05200,construction,Authority Approvals - SEWA,SEWA - Expedited Gas - Final Approval,"Prepare, coordinate, submit, track and close out the final approval process for expedited gas requirements with SEWA, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 33 00 00 / 26 00 00 / 22 00 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://www.sewa.gov.ae/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-05201,construction,Authority Approvals - SEWA,SEWA - Expedited Gas - Initial Submission,"Prepare, coordinate, submit, track and close out the initial submission process for expedited gas requirements with SEWA, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 33 00 00 / 26 00 00 / 22 00 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://www.sewa.gov.ae/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-05202,construction,Authority Approvals - SEWA,SEWA - Expedited Gas - Inspection Request,"Prepare, coordinate, submit, track and close out the inspection request process for expedited gas requirements with SEWA, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 33 00 00 / 26 00 00 / 22 00 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://www.sewa.gov.ae/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-05203,construction,Authority Approvals - SEWA,SEWA - Expedited Gas - NOC Application,"Prepare, coordinate, submit, track and close out the noc application process for expedited gas requirements with SEWA, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 33 00 00 / 26 00 00 / 22 00 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://www.sewa.gov.ae/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-05204,construction,Authority Approvals - SEWA,SEWA - Expedited Gas - Permit Application,"Prepare, coordinate, submit, track and close out the permit application process for expedited gas requirements with SEWA, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 33 00 00 / 26 00 00 / 22 00 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://www.sewa.gov.ae/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-05205,construction,Authority Approvals - SEWA,SEWA - Expedited Gas - Pre-Application Consultation,"Prepare, coordinate, submit, track and close out the pre-application consultation process for expedited gas requirements with SEWA, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 33 00 00 / 26 00 00 / 22 00 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://www.sewa.gov.ae/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-05206,construction,Authority Approvals - SEWA,SEWA - Expedited Gas - Renewal or Extension,"Prepare, coordinate, submit, track and close out the renewal or extension process for expedited gas requirements with SEWA, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 33 00 00 / 26 00 00 / 22 00 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://www.sewa.gov.ae/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-05207,construction,Authority Approvals - SEWA,SEWA - Expedited Gas - Resubmission,"Prepare, coordinate, submit, track and close out the resubmission process for expedited gas requirements with SEWA, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 33 00 00 / 26 00 00 / 22 00 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://www.sewa.gov.ae/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-05208,construction,Authority Approvals - SEWA,SEWA - Expedited Gas - Technical Review,"Prepare, coordinate, submit, track and close out the technical review process for expedited gas requirements with SEWA, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 33 00 00 / 26 00 00 / 22 00 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://www.sewa.gov.ae/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
