itemCode,discipline,category,description,specification,quantity,unit,supplier,cost,margin,sellingRate,manufacturer,brand,model
UAEREG-07995,construction,Authority Inspections and Witness Tests,Abu Dhabi Municipality / DMT - Reinspection - Fiber Test Witness,"Arrange, prepare for and attend reinspection fiber test witness with Abu Dhabi Municipality / DMT, including booking, prerecords, calibrated instruments, test team, corrective actions and signed results. | Code Ref: 01 45 00 | Spec: Inspection/Test Type: ___ | Location/System: ___ | Booking Reference: ___ | Date: ___ | Witness Officer: ___ | Calibrated Instruments: ___ | Acceptance Criteria: ___ | Result: ___ | Reinspection Required: ___ | Remarks: Official authority reference: https://www.dmt.gov.ae/ Authority attendance and acceptance criteria must be confirmed before testing.",,test,,,,,,,
UAEREG-09146,construction,Authority Submission Deliverables - Abu Dhabi Municipality / DMT,Abu Dhabi Municipality / DMT Drainage - Material Submittal,"Prepare and submit material submittal for drainage approval by Abu Dhabi Municipality / DMT, including coordination, revisions, signatures, stamps and document register updates. | Code Ref: 33 00 00 / 26 00 00 / 22 00 00 | Spec: Deliverable Reference: ___ | Revision: ___ | Prepared By: ___ | Reviewed By: ___ | Signed/Stamped By: ___ | Format: ___ | Portal Requirement: ___ | Approval Status: ___ | Remarks: Official authority reference: https://www.dmt.gov.ae/ Requirements are pattern-based and must be checked against the live authority portal.",,item,,,,,,,
UAEREG-09147,construction,Authority Submission Deliverables - Abu Dhabi Municipality / DMT,Abu Dhabi Municipality / DMT Drainage - Method Statement,"Prepare and submit method statement for drainage approval by Abu Dhabi Municipality / DMT, including coordination, revisions, signatures, stamps and document register updates. | Code Ref: 33 00 00 / 26 00 00 / 22 00 00 | Spec: Deliverable Reference: ___ | Revision: ___ | Prepared By: ___ | Reviewed By: ___ | Signed/Stamped By: ___ | Format: ___ | Portal Requirement: ___ | Approval Status: ___ | Remarks: Official authority reference: https://www.dmt.gov.ae/ Requirements are pattern-based and must be checked against the live authority portal.",,item,,,,,,,
UAEREG-09148,construction,Authority Submission Deliverables - Abu Dhabi Municipality / DMT,Abu Dhabi Municipality / DMT Drainage - NOC Package,"Prepare and submit noc package for drainage approval by Abu Dhabi Municipality / DMT, including coordination, revisions, signatures, stamps and document register updates. | Code Ref: 33 00 00 / 26 00 00 / 22 00 00 | Spec: Deliverable Reference: ___ | Revision: ___ | Prepared By: ___ | Reviewed By: ___ | Signed/Stamped By: ___ | Format: ___ | Portal Requirement: ___ | Approval Status: ___ | Remarks: Official authority reference: https://www.dmt.gov.ae/ Requirements are pattern-based and must be checked against the live authority portal.",,item,,,,,,,
UAEREG-09149,construction,Authority Submission Deliverables - Abu Dhabi Municipality / DMT,Abu Dhabi Municipality / DMT Drainage - Permit Package,"Prepare and submit permit package for drainage approval by Abu Dhabi Municipality / DMT, including coordination, revisions, signatures, stamps and document register updates. | Code Ref: 33 00 00 / 26 00 00 / 22 00 00 | Spec: Deliverable Reference: ___ | Revision: ___ | Prepared By: ___ | Reviewed By: ___ | Signed/Stamped By: ___ | Format: ___ | Portal Requirement: ___ | Approval Status: ___ | Remarks: Official authority reference: https://www.dmt.gov.ae/ Requirements are pattern-based and must be checked against the live authority portal.",,item,,,,,,,
UAEREG-09150,construction,Authority Submission Deliverables - Abu Dhabi Municipality / DMT,Abu Dhabi Municipality / DMT Drainage - Risk Assessment,"Prepare and submit risk assessment for drainage approval by Abu Dhabi Municipality / DMT, including coordination, revisions, signatures, stamps and document register updates. | Code Ref: 33 00 00 / 26 00 00 / 22 00 00 | Spec: Deliverable Reference: ___ | Revision: ___ | Prepared By: ___ | Reviewed By: ___ | Signed/Stamped By: ___ | Format: ___ | Portal Requirement: ___ | Approval Status: ___ | Remarks: Official authority reference: https://www.dmt.gov.ae/ Requirements are pattern-based and must be checked against the live authority portal.",,item,,,,,,,
UAEREG-09151,construction,Authority Submission Deliverables - Abu Dhabi Municipality / DMT,Abu Dhabi Municipality / DMT Drainage - Shop Drawings,"Prepare and submit shop drawings for drainage approval by Abu Dhabi Municipality / DMT, including coordination, revisions, signatures, stamps and document register updates. | Code Ref: 33 00 00 / 26 00 00 / 22 00 00 | Spec: Deliverable Reference: ___ | Revision: ___ | Prepared By: ___ | Reviewed By: ___ | Signed/Stamped By: ___ | Format: ___ | Portal Requirement: ___ | Approval Status: ___ | Remarks: Official authority reference: https://www.dmt.gov.ae/ Requirements are pattern-based and must be checked against the live authority portal.",,item,,,,,,,
UAEREG-09152,construction,Authority Submission Deliverables - Abu Dhabi Municipality / DMT,Abu Dhabi Municipality / DMT Drainage - Technical Calculations,"Prepare and submit technical calculations for drainage approval by Abu Dhabi Municipality / DMT, including coordination, revisions, signatures, stamps and document register updates. | Code Ref: 33 00 00 / 26 00 00 / 22 00 00 | Spec: Deliverable Reference: ___ | Revision: ___ | Prepared By: ___ | Reviewed By: ___ | Signed/Stamped By: ___ | Format: ___ | Portal Requirement: ___ | Approval Status: ___ | Remarks: Official authority reference: https://www.dmt.gov.ae/ Requirements are pattern-based and must be checked against the live authority portal.",,item,,,,,,,
UAEREG-09153,construction,Authority Submission Deliverables - Abu Dhabi Municipality / DMT,Abu Dhabi Municipality / DMT Drainage - Test Certificates,"Prepare and submit test certificates for drainage approval by Abu Dhabi Municipality / DMT, including coordination, revisions, signatures, stamps and document register updates. | Code Ref: 33 00 00 / 26 00 00 / 22 00 00 | Spec: Deliverable Reference: ___ | Revision: ___ | Prepared By: ___ | Reviewed By: ___ | Signed/Stamped By: ___ | Format: ___ | Portal Requirement: ___ | Approval Status: ___ | Remarks: Official authority reference: https://www.dmt.gov.ae/ Requirements are pattern-based and must be checked against the live authority portal.",,item,,,,,,,
UAEREG-09154,construction,Authority Submission Deliverables - Abu Dhabi Municipality / DMT,Abu Dhabi Municipality / DMT Infrastructure - Application Form,"Prepare and submit application form for infrastructure approval by Abu Dhabi Municipality / DMT, including coordination, revisions, signatures, stamps and document register updates. | Code Ref: 01 41 00 / 01 33 00 | Spec: Deliverable Reference: ___ | Revision: ___ | Prepared By: ___ | Reviewed By: ___ | Signed/Stamped By: ___ | Format: ___ | Portal Requirement: ___ | Approval Status: ___ | Remarks: Official authority reference: https://www.dmt.gov.ae/ Requirements are pattern-based and must be checked against the live authority portal.",,item,,,,,,,
UAEREG-09155,construction,Authority Submission Deliverables - Abu Dhabi Municipality / DMT,Abu Dhabi Municipality / DMT Infrastructure - As-Built Drawings,"Prepare and submit as-built drawings for infrastructure approval by Abu Dhabi Municipality / DMT, including coordination, revisions, signatures, stamps and document register updates. | Code Ref: 01 41 00 / 01 33 00 | Spec: Deliverable Reference: ___ | Revision: ___ | Prepared By: ___ | Reviewed By: ___ | Signed/Stamped By: ___ | Format: ___ | Portal Requirement: ___ | Approval Status: ___ | Remarks: Official authority reference: https://www.dmt.gov.ae/ Requirements are pattern-based and must be checked against the live authority portal.",,item,,,,,,,
UAEREG-09156,construction,Authority Submission Deliverables - Abu Dhabi Municipality / DMT,Abu Dhabi Municipality / DMT Infrastructure - Commissioning Report,"Prepare and submit commissioning report for infrastructure approval by Abu Dhabi Municipality / DMT, including coordination, revisions, signatures, stamps and document register updates. | Code Ref: 01 41 00 / 01 33 00 | Spec: Deliverable Reference: ___ | Revision: ___ | Prepared By: ___ | Reviewed By: ___ | Signed/Stamped By: ___ | Format: ___ | Portal Requirement: ___ | Approval Status: ___ | Remarks: Official authority reference: https://www.dmt.gov.ae/ Requirements are pattern-based and must be checked against the live authority portal.",,item,,,,,,,
UAEREG-09157,construction,Authority Submission Deliverables - Abu Dhabi Municipality / DMT,Abu Dhabi Municipality / DMT Infrastructure - Compliance Statement,"Prepare and submit compliance statement for infrastructure approval by Abu Dhabi Municipality / DMT, including coordination, revisions, signatures, stamps and document register updates. | Code Ref: 01 41 00 / 01 33 00 | Spec: Deliverable Reference: ___ | Revision: ___ | Prepared By: ___ | Reviewed By: ___ | Signed/Stamped By: ___ | Format: ___ | Portal Requirement: ___ | Approval Status: ___ | Remarks: Official authority reference: https://www.dmt.gov.ae/ Requirements are pattern-based and must be checked against the live authority portal.",,item,,,,,,,
UAEREG-09158,construction,Authority Submission Deliverables - Abu Dhabi Municipality / DMT,Abu Dhabi Municipality / DMT Infrastructure - Design Drawings,"Prepare and submit design drawings for infrastructure approval by Abu Dhabi Municipality / DMT, including coordination, revisions, signatures, stamps and document register updates. | Code Ref: 01 41 00 / 01 33 00 | Spec: Deliverable Reference: ___ | Revision: ___ | Prepared By: ___ | Reviewed By: ___ | Signed/Stamped By: ___ | Format: ___ | Portal Requirement: ___ | Approval Status: ___ | Remarks: Official authority reference: https://www.dmt.gov.ae/ Requirements are pattern-based and must be checked against the live authority portal.",,item,,,,,,,
UAEREG-09159,construction,Authority Submission Deliverables - Abu Dhabi Municipality / DMT,Abu Dhabi Municipality / DMT Infrastructure - Material Submittal,"Prepare and submit material submittal for infrastructure approval by Abu Dhabi Municipality / DMT, including coordination, revisions, signatures, stamps and document register updates. | Code Ref: 01 41 00 / 01 33 00 | Spec: Deliverable Reference: ___ | Revision: ___ | Prepared By: ___ | Reviewed By: ___ | Signed/Stamped By: ___ | Format: ___ | Portal Requirement: ___ | Approval Status: ___ | Remarks: Official authority reference: https://www.dmt.gov.ae/ Requirements are pattern-based and must be checked against the live authority portal.",,item,,,,,,,
UAEREG-09160,construction,Authority Submission Deliverables - Abu Dhabi Municipality / DMT,Abu Dhabi Municipality / DMT Infrastructure - Method Statement,"Prepare and submit method statement for infrastructure approval by Abu Dhabi Municipality / DMT, including coordination, revisions, signatures, stamps and document register updates. | Code Ref: 01 41 00 / 01 33 00 | Spec: Deliverable Reference: ___ | Revision: ___ | Prepared By: ___ | Reviewed By: ___ | Signed/Stamped By: ___ | Format: ___ | Portal Requirement: ___ | Approval Status: ___ | Remarks: Official authority reference: https://www.dmt.gov.ae/ Requirements are pattern-based and must be checked against the live authority portal.",,item,,,,,,,
UAEREG-09161,construction,Authority Submission Deliverables - Abu Dhabi Municipality / DMT,Abu Dhabi Municipality / DMT Infrastructure - NOC Package,"Prepare and submit noc package for infrastructure approval by Abu Dhabi Municipality / DMT, including coordination, revisions, signatures, stamps and document register updates. | Code Ref: 01 41 00 / 01 33 00 | Spec: Deliverable Reference: ___ | Revision: ___ | Prepared By: ___ | Reviewed By: ___ | Signed/Stamped By: ___ | Format: ___ | Portal Requirement: ___ | Approval Status: ___ | Remarks: Official authority reference: https://www.dmt.gov.ae/ Requirements are pattern-based and must be checked against the live authority portal.",,item,,,,,,,
UAEREG-09162,construction,Authority Submission Deliverables - Abu Dhabi Municipality / DMT,Abu Dhabi Municipality / DMT Infrastructure - Permit Package,"Prepare and submit permit package for infrastructure approval by Abu Dhabi Municipality / DMT, including coordination, revisions, signatures, stamps and document register updates. | Code Ref: 01 41 00 / 01 33 00 | Spec: Deliverable Reference: ___ | Revision: ___ | Prepared By: ___ | Reviewed By: ___ | Signed/Stamped By: ___ | Format: ___ | Portal Requirement: ___ | Approval Status: ___ | Remarks: Official authority reference: https://www.dmt.gov.ae/ Requirements are pattern-based and must be checked against the live authority portal.",,item,,,,,,,
UAEREG-09163,construction,Authority Submission Deliverables - Abu Dhabi Municipality / DMT,Abu Dhabi Municipality / DMT Infrastructure - Risk Assessment,"Prepare and submit risk assessment for infrastructure approval by Abu Dhabi Municipality / DMT, including coordination, revisions, signatures, stamps and document register updates. | Code Ref: 01 41 00 / 01 33 00 | Spec: Deliverable Reference: ___ | Revision: ___ | Prepared By: ___ | Reviewed By: ___ | Signed/Stamped By: ___ | Format: ___ | Portal Requirement: ___ | Approval Status: ___ | Remarks: Official authority reference: https://www.dmt.gov.ae/ Requirements are pattern-based and must be checked against the live authority portal.",,item,,,,,,,
UAEREG-09164,construction,Authority Submission Deliverables - Abu Dhabi Municipality / DMT,Abu Dhabi Municipality / DMT Infrastructure - Shop Drawings,"Prepare and submit shop drawings for infrastructure approval by Abu Dhabi Municipality / DMT, including coordination, revisions, signatures, stamps and document register updates. | Code Ref: 01 41 00 / 01 33 00 | Spec: Deliverable Reference: ___ | Revision: ___ | Prepared By: ___ | Reviewed By: ___ | Signed/Stamped By: ___ | Format: ___ | Portal Requirement: ___ | Approval Status: ___ | Remarks: Official authority reference: https://www.dmt.gov.ae/ Requirements are pattern-based and must be checked against the live authority portal.",,item,,,,,,,
