itemCode,discipline,category,description,specification,quantity,unit,supplier,cost,margin,sellingRate,manufacturer,brand,model
PLUMB-06514,plumbing,Piping Systems,Non-Potable Water - PPR - Pipe Sleeve - 250-400 mm,"Subcategory: Non-Potable Water | Supply, install, joint, support, identify, test and commission PPR pipe sleeve for non-potable water, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Quality: ___ | Pipe Standard: ___ | Identification Color: ___",,no.,,,,,,,
PLUMB-06775,plumbing,Piping Systems,Overflow Drainage - Cast Iron Hubless - End Cap - 250-400 mm,"Subcategory: Overflow Drainage | Supply, install, joint, support, identify, test and commission Cast Iron Hubless end cap for overflow drainage, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 14 13 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Flow Capacity: ___ | Pipe Standard: ___ | Discharge Location: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-06776,plumbing,Piping Systems,Overflow Drainage - Cast Iron Hubless - End Cap - 32-50 mm,"Subcategory: Overflow Drainage | Supply, install, joint, support, identify, test and commission Cast Iron Hubless end cap for overflow drainage, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 14 13 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Flow Capacity: ___ | Pipe Standard: ___ | Discharge Location: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-06777,plumbing,Piping Systems,Overflow Drainage - Cast Iron Hubless - End Cap - 65-100 mm,"Subcategory: Overflow Drainage | Supply, install, joint, support, identify, test and commission Cast Iron Hubless end cap for overflow drainage, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 14 13 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Flow Capacity: ___ | Pipe Standard: ___ | Discharge Location: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-06778,plumbing,Piping Systems,Overflow Drainage - Cast Iron Hubless - Equal Tee - 125-200 mm,"Subcategory: Overflow Drainage | Supply, install, joint, support, identify, test and commission Cast Iron Hubless equal tee for overflow drainage, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 14 13 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Flow Capacity: ___ | Pipe Standard: ___ | Discharge Location: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-06779,plumbing,Piping Systems,Overflow Drainage - Cast Iron Hubless - Equal Tee - 15-25 mm,"Subcategory: Overflow Drainage | Supply, install, joint, support, identify, test and commission Cast Iron Hubless equal tee for overflow drainage, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 14 13 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Flow Capacity: ___ | Pipe Standard: ___ | Discharge Location: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-06780,plumbing,Piping Systems,Overflow Drainage - Cast Iron Hubless - Equal Tee - 250-400 mm,"Subcategory: Overflow Drainage | Supply, install, joint, support, identify, test and commission Cast Iron Hubless equal tee for overflow drainage, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 14 13 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Flow Capacity: ___ | Pipe Standard: ___ | Discharge Location: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-06781,plumbing,Piping Systems,Overflow Drainage - Cast Iron Hubless - Equal Tee - 32-50 mm,"Subcategory: Overflow Drainage | Supply, install, joint, support, identify, test and commission Cast Iron Hubless equal tee for overflow drainage, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 14 13 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Flow Capacity: ___ | Pipe Standard: ___ | Discharge Location: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-06782,plumbing,Piping Systems,Overflow Drainage - Cast Iron Hubless - Equal Tee - 65-100 mm,"Subcategory: Overflow Drainage | Supply, install, joint, support, identify, test and commission Cast Iron Hubless equal tee for overflow drainage, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 14 13 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Flow Capacity: ___ | Pipe Standard: ___ | Discharge Location: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-06783,plumbing,Piping Systems,Overflow Drainage - Cast Iron Hubless - Expansion Joint - 125-200 mm,"Subcategory: Overflow Drainage | Supply, install, joint, support, identify, test and commission Cast Iron Hubless expansion joint for overflow drainage, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 14 13 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Flow Capacity: ___ | Pipe Standard: ___ | Discharge Location: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-06784,plumbing,Piping Systems,Overflow Drainage - Cast Iron Hubless - Expansion Joint - 15-25 mm,"Subcategory: Overflow Drainage | Supply, install, joint, support, identify, test and commission Cast Iron Hubless expansion joint for overflow drainage, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 14 13 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Flow Capacity: ___ | Pipe Standard: ___ | Discharge Location: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-06785,plumbing,Piping Systems,Overflow Drainage - Cast Iron Hubless - Expansion Joint - 250-400 mm,"Subcategory: Overflow Drainage | Supply, install, joint, support, identify, test and commission Cast Iron Hubless expansion joint for overflow drainage, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 14 13 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Flow Capacity: ___ | Pipe Standard: ___ | Discharge Location: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-06786,plumbing,Piping Systems,Overflow Drainage - Cast Iron Hubless - Expansion Joint - 32-50 mm,"Subcategory: Overflow Drainage | Supply, install, joint, support, identify, test and commission Cast Iron Hubless expansion joint for overflow drainage, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 14 13 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Flow Capacity: ___ | Pipe Standard: ___ | Discharge Location: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-06787,plumbing,Piping Systems,Overflow Drainage - Cast Iron Hubless - Expansion Joint - 65-100 mm,"Subcategory: Overflow Drainage | Supply, install, joint, support, identify, test and commission Cast Iron Hubless expansion joint for overflow drainage, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 14 13 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Flow Capacity: ___ | Pipe Standard: ___ | Discharge Location: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-06788,plumbing,Piping Systems,Overflow Drainage - Cast Iron Hubless - Flange Adaptor - 125-200 mm,"Subcategory: Overflow Drainage | Supply, install, joint, support, identify, test and commission Cast Iron Hubless flange adaptor for overflow drainage, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 14 13 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Flow Capacity: ___ | Pipe Standard: ___ | Discharge Location: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-06789,plumbing,Piping Systems,Overflow Drainage - Cast Iron Hubless - Flange Adaptor - 15-25 mm,"Subcategory: Overflow Drainage | Supply, install, joint, support, identify, test and commission Cast Iron Hubless flange adaptor for overflow drainage, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 14 13 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Flow Capacity: ___ | Pipe Standard: ___ | Discharge Location: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-06790,plumbing,Piping Systems,Overflow Drainage - Cast Iron Hubless - Flange Adaptor - 250-400 mm,"Subcategory: Overflow Drainage | Supply, install, joint, support, identify, test and commission Cast Iron Hubless flange adaptor for overflow drainage, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 14 13 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Flow Capacity: ___ | Pipe Standard: ___ | Discharge Location: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-06791,plumbing,Piping Systems,Overflow Drainage - Cast Iron Hubless - Flange Adaptor - 32-50 mm,"Subcategory: Overflow Drainage | Supply, install, joint, support, identify, test and commission Cast Iron Hubless flange adaptor for overflow drainage, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 14 13 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Flow Capacity: ___ | Pipe Standard: ___ | Discharge Location: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-06792,plumbing,Piping Systems,Overflow Drainage - Cast Iron Hubless - Flange Adaptor - 65-100 mm,"Subcategory: Overflow Drainage | Supply, install, joint, support, identify, test and commission Cast Iron Hubless flange adaptor for overflow drainage, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 14 13 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Flow Capacity: ___ | Pipe Standard: ___ | Discharge Location: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-06793,plumbing,Piping Systems,Overflow Drainage - Cast Iron Hubless - Flexible Connector - 125-200 mm,"Subcategory: Overflow Drainage | Supply, install, joint, support, identify, test and commission Cast Iron Hubless flexible connector for overflow drainage, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 14 13 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Flow Capacity: ___ | Pipe Standard: ___ | Discharge Location: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-06794,plumbing,Piping Systems,Overflow Drainage - Cast Iron Hubless - Flexible Connector - 15-25 mm,"Subcategory: Overflow Drainage | Supply, install, joint, support, identify, test and commission Cast Iron Hubless flexible connector for overflow drainage, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 14 13 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Flow Capacity: ___ | Pipe Standard: ___ | Discharge Location: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-06795,plumbing,Piping Systems,Overflow Drainage - Cast Iron Hubless - Flexible Connector - 250-400 mm,"Subcategory: Overflow Drainage | Supply, install, joint, support, identify, test and commission Cast Iron Hubless flexible connector for overflow drainage, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 14 13 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Flow Capacity: ___ | Pipe Standard: ___ | Discharge Location: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-06796,plumbing,Piping Systems,Overflow Drainage - Cast Iron Hubless - Flexible Connector - 32-50 mm,"Subcategory: Overflow Drainage | Supply, install, joint, support, identify, test and commission Cast Iron Hubless flexible connector for overflow drainage, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 14 13 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Flow Capacity: ___ | Pipe Standard: ___ | Discharge Location: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-06797,plumbing,Piping Systems,Overflow Drainage - Cast Iron Hubless - Flexible Connector - 65-100 mm,"Subcategory: Overflow Drainage | Supply, install, joint, support, identify, test and commission Cast Iron Hubless flexible connector for overflow drainage, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 14 13 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Flow Capacity: ___ | Pipe Standard: ___ | Discharge Location: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-06798,plumbing,Piping Systems,Overflow Drainage - Cast Iron Hubless - Mechanical Joint - 125-200 mm,"Subcategory: Overflow Drainage | Supply, install, joint, support, identify, test and commission Cast Iron Hubless mechanical joint for overflow drainage, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 14 13 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Flow Capacity: ___ | Pipe Standard: ___ | Discharge Location: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-06799,plumbing,Piping Systems,Overflow Drainage - Cast Iron Hubless - Mechanical Joint - 15-25 mm,"Subcategory: Overflow Drainage | Supply, install, joint, support, identify, test and commission Cast Iron Hubless mechanical joint for overflow drainage, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 14 13 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Flow Capacity: ___ | Pipe Standard: ___ | Discharge Location: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-06800,plumbing,Piping Systems,Overflow Drainage - Cast Iron Hubless - Mechanical Joint - 250-400 mm,"Subcategory: Overflow Drainage | Supply, install, joint, support, identify, test and commission Cast Iron Hubless mechanical joint for overflow drainage, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 14 13 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Flow Capacity: ___ | Pipe Standard: ___ | Discharge Location: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-06801,plumbing,Piping Systems,Overflow Drainage - Cast Iron Hubless - Mechanical Joint - 32-50 mm,"Subcategory: Overflow Drainage | Supply, install, joint, support, identify, test and commission Cast Iron Hubless mechanical joint for overflow drainage, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 14 13 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Flow Capacity: ___ | Pipe Standard: ___ | Discharge Location: ___ | Joint Type: ___",,no.,,,,,,,
