itemCode,discipline,category,description,specification,quantity,unit,supplier,cost,margin,sellingRate,manufacturer,brand,model
PLUMB-10712,plumbing,Plumbing Equipment,Air Receiver - Custom/Packaged,"Subcategory: Pressure Equipment | Supply, install, connect, test and commission custom/packaged air receiver, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10963,plumbing,Plumbing Equipment,Multimedia Filter - Small Capacity,"Subcategory: Water Treatment | Supply, install, connect, test and commission small capacity multimedia filter, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10964,plumbing,Plumbing Equipment,Ozone Generator - Custom/Packaged,"Subcategory: Water Treatment | Supply, install, connect, test and commission custom/packaged ozone generator, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10965,plumbing,Plumbing Equipment,Ozone Generator - Large Capacity,"Subcategory: Water Treatment | Supply, install, connect, test and commission large capacity ozone generator, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10966,plumbing,Plumbing Equipment,Ozone Generator - Medium Capacity,"Subcategory: Water Treatment | Supply, install, connect, test and commission medium capacity ozone generator, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10967,plumbing,Plumbing Equipment,Ozone Generator - Small Capacity,"Subcategory: Water Treatment | Supply, install, connect, test and commission small capacity ozone generator, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10968,plumbing,Plumbing Equipment,Reverse Osmosis Unit - Custom/Packaged,"Subcategory: Water Treatment | Supply, install, connect, test and commission custom/packaged reverse osmosis unit, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10969,plumbing,Plumbing Equipment,Reverse Osmosis Unit - Large Capacity,"Subcategory: Water Treatment | Supply, install, connect, test and commission large capacity reverse osmosis unit, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10970,plumbing,Plumbing Equipment,Reverse Osmosis Unit - Medium Capacity,"Subcategory: Water Treatment | Supply, install, connect, test and commission medium capacity reverse osmosis unit, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10971,plumbing,Plumbing Equipment,Reverse Osmosis Unit - Small Capacity,"Subcategory: Water Treatment | Supply, install, connect, test and commission small capacity reverse osmosis unit, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10972,plumbing,Plumbing Equipment,UV Sterilizer - Custom/Packaged,"Subcategory: Water Treatment | Supply, install, connect, test and commission custom/packaged uv sterilizer, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10973,plumbing,Plumbing Equipment,UV Sterilizer - Large Capacity,"Subcategory: Water Treatment | Supply, install, connect, test and commission large capacity uv sterilizer, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10974,plumbing,Plumbing Equipment,UV Sterilizer - Medium Capacity,"Subcategory: Water Treatment | Supply, install, connect, test and commission medium capacity uv sterilizer, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10975,plumbing,Plumbing Equipment,UV Sterilizer - Small Capacity,"Subcategory: Water Treatment | Supply, install, connect, test and commission small capacity uv sterilizer, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10976,plumbing,Plumbing Equipment,Ultrafiltration Unit - Custom/Packaged,"Subcategory: Water Treatment | Supply, install, connect, test and commission custom/packaged ultrafiltration unit, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10977,plumbing,Plumbing Equipment,Ultrafiltration Unit - Large Capacity,"Subcategory: Water Treatment | Supply, install, connect, test and commission large capacity ultrafiltration unit, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10978,plumbing,Plumbing Equipment,Ultrafiltration Unit - Medium Capacity,"Subcategory: Water Treatment | Supply, install, connect, test and commission medium capacity ultrafiltration unit, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10979,plumbing,Plumbing Equipment,Ultrafiltration Unit - Small Capacity,"Subcategory: Water Treatment | Supply, install, connect, test and commission small capacity ultrafiltration unit, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10980,plumbing,Plumbing Equipment,Water Quality Monitoring Panel - Custom/Packaged,"Subcategory: Water Treatment | Supply, install, connect, test and commission custom/packaged water quality monitoring panel, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10981,plumbing,Plumbing Equipment,Water Quality Monitoring Panel - Large Capacity,"Subcategory: Water Treatment | Supply, install, connect, test and commission large capacity water quality monitoring panel, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10982,plumbing,Plumbing Equipment,Water Quality Monitoring Panel - Medium Capacity,"Subcategory: Water Treatment | Supply, install, connect, test and commission medium capacity water quality monitoring panel, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10983,plumbing,Plumbing Equipment,Water Quality Monitoring Panel - Small Capacity,"Subcategory: Water Treatment | Supply, install, connect, test and commission small capacity water quality monitoring panel, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10984,plumbing,Plumbing Equipment,Water Softener - Custom/Packaged,"Subcategory: Water Treatment | Supply, install, connect, test and commission custom/packaged water softener, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10985,plumbing,Plumbing Equipment,Water Softener - Large Capacity,"Subcategory: Water Treatment | Supply, install, connect, test and commission large capacity water softener, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10986,plumbing,Plumbing Equipment,Water Softener - Medium Capacity,"Subcategory: Water Treatment | Supply, install, connect, test and commission medium capacity water softener, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10987,plumbing,Plumbing Equipment,Water Softener - Small Capacity,"Subcategory: Water Treatment | Supply, install, connect, test and commission small capacity water softener, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10988,plumbing,Plumbing Equipment,pH Correction Unit - Custom/Packaged,"Subcategory: Water Treatment | Supply, install, connect, test and commission custom/packaged ph correction unit, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10989,plumbing,Plumbing Equipment,pH Correction Unit - Large Capacity,"Subcategory: Water Treatment | Supply, install, connect, test and commission large capacity ph correction unit, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10990,plumbing,Plumbing Equipment,pH Correction Unit - Medium Capacity,"Subcategory: Water Treatment | Supply, install, connect, test and commission medium capacity ph correction unit, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10991,plumbing,Plumbing Equipment,pH Correction Unit - Small Capacity,"Subcategory: Water Treatment | Supply, install, connect, test and commission small capacity ph correction unit, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
