itemCode,discipline,category,description,specification,quantity,unit,supplier,cost,margin,sellingRate,manufacturer,brand,model
PLUMB-09514,plumbing,Piping Systems,Sewage Rising Main - HDPE PE100 - Mechanical Joint - 125-200 mm,"Subcategory: Sewage Rising Main | Supply, install, joint, support, identify, test and commission HDPE PE100 mechanical joint for sewage rising main, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 29 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | Joint Type: ___ | Surge Allowance: ___",,no.,,,,,,,
PLUMB-09716,plumbing,Piping Systems,Sewage Rising Main - uPVC Pressure - Pipe Sleeve - 32-50 mm,"Subcategory: Sewage Rising Main | Supply, install, joint, support, identify, test and commission uPVC Pressure pipe sleeve for sewage rising main, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 29 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | Joint Type: ___ | Surge Allowance: ___",,no.,,,,,,,
PLUMB-09717,plumbing,Piping Systems,Sewage Rising Main - uPVC Pressure - Pipe Sleeve - 65-100 mm,"Subcategory: Sewage Rising Main | Supply, install, joint, support, identify, test and commission uPVC Pressure pipe sleeve for sewage rising main, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 29 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | Joint Type: ___ | Surge Allowance: ___",,no.,,,,,,,
PLUMB-09718,plumbing,Piping Systems,Sewage Rising Main - uPVC Pressure - Puddle Flange - 125-200 mm,"Subcategory: Sewage Rising Main | Supply, install, joint, support, identify, test and commission uPVC Pressure puddle flange for sewage rising main, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 29 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | Joint Type: ___ | Surge Allowance: ___",,no.,,,,,,,
PLUMB-09719,plumbing,Piping Systems,Sewage Rising Main - uPVC Pressure - Puddle Flange - 15-25 mm,"Subcategory: Sewage Rising Main | Supply, install, joint, support, identify, test and commission uPVC Pressure puddle flange for sewage rising main, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 29 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | Joint Type: ___ | Surge Allowance: ___",,no.,,,,,,,
PLUMB-09720,plumbing,Piping Systems,Sewage Rising Main - uPVC Pressure - Puddle Flange - 250-400 mm,"Subcategory: Sewage Rising Main | Supply, install, joint, support, identify, test and commission uPVC Pressure puddle flange for sewage rising main, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 29 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | Joint Type: ___ | Surge Allowance: ___",,no.,,,,,,,
PLUMB-09721,plumbing,Piping Systems,Sewage Rising Main - uPVC Pressure - Puddle Flange - 32-50 mm,"Subcategory: Sewage Rising Main | Supply, install, joint, support, identify, test and commission uPVC Pressure puddle flange for sewage rising main, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 29 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | Joint Type: ___ | Surge Allowance: ___",,no.,,,,,,,
PLUMB-09722,plumbing,Piping Systems,Sewage Rising Main - uPVC Pressure - Puddle Flange - 65-100 mm,"Subcategory: Sewage Rising Main | Supply, install, joint, support, identify, test and commission uPVC Pressure puddle flange for sewage rising main, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 29 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | Joint Type: ___ | Surge Allowance: ___",,no.,,,,,,,
PLUMB-09723,plumbing,Piping Systems,Sewage Rising Main - uPVC Pressure - Reducing Tee - 125-200 mm,"Subcategory: Sewage Rising Main | Supply, install, joint, support, identify, test and commission uPVC Pressure reducing tee for sewage rising main, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 29 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | Joint Type: ___ | Surge Allowance: ___",,no.,,,,,,,
PLUMB-09724,plumbing,Piping Systems,Sewage Rising Main - uPVC Pressure - Reducing Tee - 15-25 mm,"Subcategory: Sewage Rising Main | Supply, install, joint, support, identify, test and commission uPVC Pressure reducing tee for sewage rising main, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 29 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | Joint Type: ___ | Surge Allowance: ___",,no.,,,,,,,
PLUMB-09725,plumbing,Piping Systems,Sewage Rising Main - uPVC Pressure - Reducing Tee - 250-400 mm,"Subcategory: Sewage Rising Main | Supply, install, joint, support, identify, test and commission uPVC Pressure reducing tee for sewage rising main, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 29 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | Joint Type: ___ | Surge Allowance: ___",,no.,,,,,,,
PLUMB-09726,plumbing,Piping Systems,Sewage Rising Main - uPVC Pressure - Reducing Tee - 32-50 mm,"Subcategory: Sewage Rising Main | Supply, install, joint, support, identify, test and commission uPVC Pressure reducing tee for sewage rising main, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 29 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | Joint Type: ___ | Surge Allowance: ___",,no.,,,,,,,
PLUMB-09727,plumbing,Piping Systems,Sewage Rising Main - uPVC Pressure - Reducing Tee - 65-100 mm,"Subcategory: Sewage Rising Main | Supply, install, joint, support, identify, test and commission uPVC Pressure reducing tee for sewage rising main, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 29 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | Joint Type: ___ | Surge Allowance: ___",,no.,,,,,,,
PLUMB-09728,plumbing,Piping Systems,Sewage Rising Main - uPVC Pressure - Straight Pipe - 125-200 mm,"Subcategory: Sewage Rising Main | Supply, install, joint, support, identify, test and commission uPVC Pressure straight pipe for sewage rising main, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 29 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | Joint Type: ___ | Surge Allowance: ___",,LM,,,,,,,
PLUMB-09729,plumbing,Piping Systems,Sewage Rising Main - uPVC Pressure - Straight Pipe - 15-25 mm,"Subcategory: Sewage Rising Main | Supply, install, joint, support, identify, test and commission uPVC Pressure straight pipe for sewage rising main, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 29 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | Joint Type: ___ | Surge Allowance: ___",,LM,,,,,,,
PLUMB-09730,plumbing,Piping Systems,Sewage Rising Main - uPVC Pressure - Straight Pipe - 250-400 mm,"Subcategory: Sewage Rising Main | Supply, install, joint, support, identify, test and commission uPVC Pressure straight pipe for sewage rising main, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 29 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | Joint Type: ___ | Surge Allowance: ___",,LM,,,,,,,
PLUMB-09731,plumbing,Piping Systems,Sewage Rising Main - uPVC Pressure - Straight Pipe - 32-50 mm,"Subcategory: Sewage Rising Main | Supply, install, joint, support, identify, test and commission uPVC Pressure straight pipe for sewage rising main, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 29 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | Joint Type: ___ | Surge Allowance: ___",,LM,,,,,,,
PLUMB-09732,plumbing,Piping Systems,Sewage Rising Main - uPVC Pressure - Straight Pipe - 65-100 mm,"Subcategory: Sewage Rising Main | Supply, install, joint, support, identify, test and commission uPVC Pressure straight pipe for sewage rising main, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 29 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | Joint Type: ___ | Surge Allowance: ___",,LM,,,,,,,
PLUMB-09733,plumbing,Piping Systems,Sewage Rising Main - uPVC Pressure - Union - 125-200 mm,"Subcategory: Sewage Rising Main | Supply, install, joint, support, identify, test and commission uPVC Pressure union for sewage rising main, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 29 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | Joint Type: ___ | Surge Allowance: ___",,no.,,,,,,,
PLUMB-09734,plumbing,Piping Systems,Sewage Rising Main - uPVC Pressure - Union - 15-25 mm,"Subcategory: Sewage Rising Main | Supply, install, joint, support, identify, test and commission uPVC Pressure union for sewage rising main, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 29 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | Joint Type: ___ | Surge Allowance: ___",,no.,,,,,,,
PLUMB-09735,plumbing,Piping Systems,Sewage Rising Main - uPVC Pressure - Union - 32-50 mm,"Subcategory: Sewage Rising Main | Supply, install, joint, support, identify, test and commission uPVC Pressure union for sewage rising main, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 29 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | Joint Type: ___ | Surge Allowance: ___",,no.,,,,,,,
PLUMB-09736,plumbing,Piping Systems,Sewage Rising Main - uPVC Pressure - Union - 65-100 mm,"Subcategory: Sewage Rising Main | Supply, install, joint, support, identify, test and commission uPVC Pressure union for sewage rising main, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 29 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | Joint Type: ___ | Surge Allowance: ___",,no.,,,,,,,
PLUMB-09737,plumbing,Piping Systems,Sewage Rising Main - uPVC Pressure - Wall Flange - 125-200 mm,"Subcategory: Sewage Rising Main | Supply, install, joint, support, identify, test and commission uPVC Pressure wall flange for sewage rising main, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 29 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | Joint Type: ___ | Surge Allowance: ___",,no.,,,,,,,
PLUMB-09738,plumbing,Piping Systems,Sewage Rising Main - uPVC Pressure - Wall Flange - 15-25 mm,"Subcategory: Sewage Rising Main | Supply, install, joint, support, identify, test and commission uPVC Pressure wall flange for sewage rising main, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 29 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | Joint Type: ___ | Surge Allowance: ___",,no.,,,,,,,
PLUMB-09739,plumbing,Piping Systems,Sewage Rising Main - uPVC Pressure - Wall Flange - 250-400 mm,"Subcategory: Sewage Rising Main | Supply, install, joint, support, identify, test and commission uPVC Pressure wall flange for sewage rising main, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 29 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | Joint Type: ___ | Surge Allowance: ___",,no.,,,,,,,
PLUMB-09740,plumbing,Piping Systems,Sewage Rising Main - uPVC Pressure - Wall Flange - 32-50 mm,"Subcategory: Sewage Rising Main | Supply, install, joint, support, identify, test and commission uPVC Pressure wall flange for sewage rising main, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 29 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | Joint Type: ___ | Surge Allowance: ___",,no.,,,,,,,
PLUMB-09741,plumbing,Piping Systems,Sewage Rising Main - uPVC Pressure - Wall Flange - 65-100 mm,"Subcategory: Sewage Rising Main | Supply, install, joint, support, identify, test and commission uPVC Pressure wall flange for sewage rising main, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 29 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | Joint Type: ___ | Surge Allowance: ___",,no.,,,,,,,
PLUMB-09742,plumbing,Piping Systems,Subsoil Drainage - Geocomposite Drain - 45 Degree Elbow - 125-200 mm,"Subcategory: Subsoil Drainage | Supply, install, joint, support, identify, test and commission Geocomposite Drain 45 degree elbow for subsoil drainage, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 33 46 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Diameter: ___ | Perforation: ___ | Filter Class: ___ | Pipe Standard: ___",,no.,,,,,,,
PLUMB-09743,plumbing,Piping Systems,Subsoil Drainage - Geocomposite Drain - 45 Degree Elbow - 15-25 mm,"Subcategory: Subsoil Drainage | Supply, install, joint, support, identify, test and commission Geocomposite Drain 45 degree elbow for subsoil drainage, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 33 46 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Diameter: ___ | Perforation: ___ | Filter Class: ___ | Pipe Standard: ___",,no.,,,,,,,
