itemCode,discipline,category,description,specification,quantity,unit,supplier,cost,margin,sellingRate,manufacturer,brand,model
PLUMB-00514,plumbing,Piping Systems,Compressed Air - Aluminum Modular Air Pipe - 45 Degree Elbow - 15-25 mm,"Subcategory: Compressed Air | Supply, install, joint, support, identify, test and commission Aluminum Modular Air Pipe 45 degree elbow for compressed air, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 61 13 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Working Pressure: ___ | Air Quality Class: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-01122,plumbing,Piping Systems,Deionized Water - PP-H - End Cap - 250-400 mm,"Subcategory: Deionized Water | Supply, install, joint, support, identify, test and commission PP-H end cap for deionized water, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 67 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Resistivity: ___ | Pipe Standard: ___ | Surface Finish: ___",,no.,,,,,,,
PLUMB-01123,plumbing,Piping Systems,Deionized Water - PP-H - End Cap - 32-50 mm,"Subcategory: Deionized Water | Supply, install, joint, support, identify, test and commission PP-H end cap for deionized water, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 67 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Resistivity: ___ | Pipe Standard: ___ | Surface Finish: ___",,no.,,,,,,,
PLUMB-01124,plumbing,Piping Systems,Deionized Water - PP-H - End Cap - 65-100 mm,"Subcategory: Deionized Water | Supply, install, joint, support, identify, test and commission PP-H end cap for deionized water, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 67 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Resistivity: ___ | Pipe Standard: ___ | Surface Finish: ___",,no.,,,,,,,
PLUMB-01125,plumbing,Piping Systems,Deionized Water - PP-H - Equal Tee - 125-200 mm,"Subcategory: Deionized Water | Supply, install, joint, support, identify, test and commission PP-H equal tee for deionized water, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 67 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Resistivity: ___ | Pipe Standard: ___ | Surface Finish: ___",,no.,,,,,,,
PLUMB-01126,plumbing,Piping Systems,Deionized Water - PP-H - Equal Tee - 15-25 mm,"Subcategory: Deionized Water | Supply, install, joint, support, identify, test and commission PP-H equal tee for deionized water, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 67 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Resistivity: ___ | Pipe Standard: ___ | Surface Finish: ___",,no.,,,,,,,
PLUMB-01127,plumbing,Piping Systems,Deionized Water - PP-H - Equal Tee - 250-400 mm,"Subcategory: Deionized Water | Supply, install, joint, support, identify, test and commission PP-H equal tee for deionized water, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 67 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Resistivity: ___ | Pipe Standard: ___ | Surface Finish: ___",,no.,,,,,,,
PLUMB-01128,plumbing,Piping Systems,Deionized Water - PP-H - Equal Tee - 32-50 mm,"Subcategory: Deionized Water | Supply, install, joint, support, identify, test and commission PP-H equal tee for deionized water, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 67 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Resistivity: ___ | Pipe Standard: ___ | Surface Finish: ___",,no.,,,,,,,
PLUMB-01129,plumbing,Piping Systems,Deionized Water - PP-H - Equal Tee - 65-100 mm,"Subcategory: Deionized Water | Supply, install, joint, support, identify, test and commission PP-H equal tee for deionized water, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 67 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Resistivity: ___ | Pipe Standard: ___ | Surface Finish: ___",,no.,,,,,,,
PLUMB-01130,plumbing,Piping Systems,Deionized Water - PP-H - Expansion Joint - 125-200 mm,"Subcategory: Deionized Water | Supply, install, joint, support, identify, test and commission PP-H expansion joint for deionized water, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 67 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Resistivity: ___ | Pipe Standard: ___ | Surface Finish: ___",,no.,,,,,,,
PLUMB-01131,plumbing,Piping Systems,Deionized Water - PP-H - Expansion Joint - 15-25 mm,"Subcategory: Deionized Water | Supply, install, joint, support, identify, test and commission PP-H expansion joint for deionized water, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 67 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Resistivity: ___ | Pipe Standard: ___ | Surface Finish: ___",,no.,,,,,,,
PLUMB-01132,plumbing,Piping Systems,Deionized Water - PP-H - Expansion Joint - 250-400 mm,"Subcategory: Deionized Water | Supply, install, joint, support, identify, test and commission PP-H expansion joint for deionized water, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 67 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Resistivity: ___ | Pipe Standard: ___ | Surface Finish: ___",,no.,,,,,,,
PLUMB-01133,plumbing,Piping Systems,Deionized Water - PP-H - Expansion Joint - 32-50 mm,"Subcategory: Deionized Water | Supply, install, joint, support, identify, test and commission PP-H expansion joint for deionized water, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 67 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Resistivity: ___ | Pipe Standard: ___ | Surface Finish: ___",,no.,,,,,,,
PLUMB-01134,plumbing,Piping Systems,Deionized Water - PP-H - Expansion Joint - 65-100 mm,"Subcategory: Deionized Water | Supply, install, joint, support, identify, test and commission PP-H expansion joint for deionized water, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 67 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Resistivity: ___ | Pipe Standard: ___ | Surface Finish: ___",,no.,,,,,,,
PLUMB-01135,plumbing,Piping Systems,Deionized Water - PP-H - Flange Adaptor - 125-200 mm,"Subcategory: Deionized Water | Supply, install, joint, support, identify, test and commission PP-H flange adaptor for deionized water, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 67 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Resistivity: ___ | Pipe Standard: ___ | Surface Finish: ___",,no.,,,,,,,
PLUMB-01136,plumbing,Piping Systems,Deionized Water - PP-H - Flange Adaptor - 15-25 mm,"Subcategory: Deionized Water | Supply, install, joint, support, identify, test and commission PP-H flange adaptor for deionized water, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 67 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Resistivity: ___ | Pipe Standard: ___ | Surface Finish: ___",,no.,,,,,,,
PLUMB-01137,plumbing,Piping Systems,Deionized Water - PP-H - Flange Adaptor - 250-400 mm,"Subcategory: Deionized Water | Supply, install, joint, support, identify, test and commission PP-H flange adaptor for deionized water, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 67 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Resistivity: ___ | Pipe Standard: ___ | Surface Finish: ___",,no.,,,,,,,
PLUMB-01138,plumbing,Piping Systems,Deionized Water - PP-H - Flange Adaptor - 32-50 mm,"Subcategory: Deionized Water | Supply, install, joint, support, identify, test and commission PP-H flange adaptor for deionized water, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 67 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Resistivity: ___ | Pipe Standard: ___ | Surface Finish: ___",,no.,,,,,,,
PLUMB-01139,plumbing,Piping Systems,Deionized Water - PP-H - Flange Adaptor - 65-100 mm,"Subcategory: Deionized Water | Supply, install, joint, support, identify, test and commission PP-H flange adaptor for deionized water, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 67 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Resistivity: ___ | Pipe Standard: ___ | Surface Finish: ___",,no.,,,,,,,
PLUMB-01140,plumbing,Piping Systems,Deionized Water - PP-H - Flexible Connector - 125-200 mm,"Subcategory: Deionized Water | Supply, install, joint, support, identify, test and commission PP-H flexible connector for deionized water, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 67 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Resistivity: ___ | Pipe Standard: ___ | Surface Finish: ___",,no.,,,,,,,
PLUMB-01141,plumbing,Piping Systems,Deionized Water - PP-H - Flexible Connector - 15-25 mm,"Subcategory: Deionized Water | Supply, install, joint, support, identify, test and commission PP-H flexible connector for deionized water, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 67 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Resistivity: ___ | Pipe Standard: ___ | Surface Finish: ___",,no.,,,,,,,
PLUMB-01142,plumbing,Piping Systems,Deionized Water - PP-H - Flexible Connector - 250-400 mm,"Subcategory: Deionized Water | Supply, install, joint, support, identify, test and commission PP-H flexible connector for deionized water, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 67 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Resistivity: ___ | Pipe Standard: ___ | Surface Finish: ___",,no.,,,,,,,
PLUMB-01143,plumbing,Piping Systems,Deionized Water - PP-H - Flexible Connector - 32-50 mm,"Subcategory: Deionized Water | Supply, install, joint, support, identify, test and commission PP-H flexible connector for deionized water, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 67 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Resistivity: ___ | Pipe Standard: ___ | Surface Finish: ___",,no.,,,,,,,
PLUMB-01144,plumbing,Piping Systems,Deionized Water - PP-H - Flexible Connector - 65-100 mm,"Subcategory: Deionized Water | Supply, install, joint, support, identify, test and commission PP-H flexible connector for deionized water, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 67 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Resistivity: ___ | Pipe Standard: ___ | Surface Finish: ___",,no.,,,,,,,
PLUMB-01145,plumbing,Piping Systems,Deionized Water - PP-H - Mechanical Joint - 125-200 mm,"Subcategory: Deionized Water | Supply, install, joint, support, identify, test and commission PP-H mechanical joint for deionized water, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 67 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Resistivity: ___ | Pipe Standard: ___ | Surface Finish: ___",,no.,,,,,,,
PLUMB-01146,plumbing,Piping Systems,Deionized Water - PP-H - Mechanical Joint - 15-25 mm,"Subcategory: Deionized Water | Supply, install, joint, support, identify, test and commission PP-H mechanical joint for deionized water, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 67 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Resistivity: ___ | Pipe Standard: ___ | Surface Finish: ___",,no.,,,,,,,
PLUMB-01147,plumbing,Piping Systems,Deionized Water - PP-H - Mechanical Joint - 250-400 mm,"Subcategory: Deionized Water | Supply, install, joint, support, identify, test and commission PP-H mechanical joint for deionized water, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 67 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Resistivity: ___ | Pipe Standard: ___ | Surface Finish: ___",,no.,,,,,,,
PLUMB-01148,plumbing,Piping Systems,Deionized Water - PP-H - Mechanical Joint - 32-50 mm,"Subcategory: Deionized Water | Supply, install, joint, support, identify, test and commission PP-H mechanical joint for deionized water, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 67 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Resistivity: ___ | Pipe Standard: ___ | Surface Finish: ___",,no.,,,,,,,
PLUMB-01149,plumbing,Piping Systems,Deionized Water - PP-H - Mechanical Joint - 65-100 mm,"Subcategory: Deionized Water | Supply, install, joint, support, identify, test and commission PP-H mechanical joint for deionized water, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 67 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Resistivity: ___ | Pipe Standard: ___ | Surface Finish: ___",,no.,,,,,,,
