itemCode,discipline,category,description,specification,quantity,unit,supplier,cost,margin,sellingRate,manufacturer,brand,model
PLUMB-03514,plumbing,Piping Systems,Greywater Distribution - uPVC Pressure - 90 Degree Elbow - 250-400 mm,"Subcategory: Greywater Distribution | Supply, install, joint, support, identify, test and commission uPVC Pressure 90 degree elbow for greywater distribution, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Treatment Class: ___ | Pipe Standard: ___ | Identification: ___",,no.,,,,,,,
PLUMB-04403,plumbing,Piping Systems,Irrigation Water - HDPE PE100 - Coupling - 125-200 mm,"Subcategory: Irrigation Water | Supply, install, joint, support, identify, test and commission HDPE PE100 coupling for irrigation water, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 32 84 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | UV Resistance: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-04404,plumbing,Piping Systems,Irrigation Water - HDPE PE100 - Coupling - 15-25 mm,"Subcategory: Irrigation Water | Supply, install, joint, support, identify, test and commission HDPE PE100 coupling for irrigation water, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 32 84 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | UV Resistance: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-04405,plumbing,Piping Systems,Irrigation Water - HDPE PE100 - Coupling - 250-400 mm,"Subcategory: Irrigation Water | Supply, install, joint, support, identify, test and commission HDPE PE100 coupling for irrigation water, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 32 84 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | UV Resistance: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-04406,plumbing,Piping Systems,Irrigation Water - HDPE PE100 - Coupling - 32-50 mm,"Subcategory: Irrigation Water | Supply, install, joint, support, identify, test and commission HDPE PE100 coupling for irrigation water, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 32 84 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | UV Resistance: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-04407,plumbing,Piping Systems,Irrigation Water - HDPE PE100 - Coupling - 65-100 mm,"Subcategory: Irrigation Water | Supply, install, joint, support, identify, test and commission HDPE PE100 coupling for irrigation water, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 32 84 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | UV Resistance: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-04408,plumbing,Piping Systems,Irrigation Water - HDPE PE100 - Dismantling Joint - 125-200 mm,"Subcategory: Irrigation Water | Supply, install, joint, support, identify, test and commission HDPE PE100 dismantling joint for irrigation water, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 32 84 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | UV Resistance: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-04409,plumbing,Piping Systems,Irrigation Water - HDPE PE100 - Dismantling Joint - 15-25 mm,"Subcategory: Irrigation Water | Supply, install, joint, support, identify, test and commission HDPE PE100 dismantling joint for irrigation water, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 32 84 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | UV Resistance: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-04410,plumbing,Piping Systems,Irrigation Water - HDPE PE100 - Dismantling Joint - 250-400 mm,"Subcategory: Irrigation Water | Supply, install, joint, support, identify, test and commission HDPE PE100 dismantling joint for irrigation water, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 32 84 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | UV Resistance: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-04411,plumbing,Piping Systems,Irrigation Water - HDPE PE100 - Dismantling Joint - 32-50 mm,"Subcategory: Irrigation Water | Supply, install, joint, support, identify, test and commission HDPE PE100 dismantling joint for irrigation water, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 32 84 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | UV Resistance: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-04412,plumbing,Piping Systems,Irrigation Water - HDPE PE100 - Dismantling Joint - 65-100 mm,"Subcategory: Irrigation Water | Supply, install, joint, support, identify, test and commission HDPE PE100 dismantling joint for irrigation water, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 32 84 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | UV Resistance: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-04413,plumbing,Piping Systems,Irrigation Water - HDPE PE100 - Eccentric Reducer - 125-200 mm,"Subcategory: Irrigation Water | Supply, install, joint, support, identify, test and commission HDPE PE100 eccentric reducer for irrigation water, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 32 84 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | UV Resistance: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-04414,plumbing,Piping Systems,Irrigation Water - HDPE PE100 - Eccentric Reducer - 15-25 mm,"Subcategory: Irrigation Water | Supply, install, joint, support, identify, test and commission HDPE PE100 eccentric reducer for irrigation water, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 32 84 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | UV Resistance: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-04415,plumbing,Piping Systems,Irrigation Water - HDPE PE100 - Eccentric Reducer - 250-400 mm,"Subcategory: Irrigation Water | Supply, install, joint, support, identify, test and commission HDPE PE100 eccentric reducer for irrigation water, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 32 84 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | UV Resistance: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-04416,plumbing,Piping Systems,Irrigation Water - HDPE PE100 - Eccentric Reducer - 32-50 mm,"Subcategory: Irrigation Water | Supply, install, joint, support, identify, test and commission HDPE PE100 eccentric reducer for irrigation water, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 32 84 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | UV Resistance: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-04417,plumbing,Piping Systems,Irrigation Water - HDPE PE100 - Eccentric Reducer - 65-100 mm,"Subcategory: Irrigation Water | Supply, install, joint, support, identify, test and commission HDPE PE100 eccentric reducer for irrigation water, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 32 84 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | UV Resistance: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-04418,plumbing,Piping Systems,Irrigation Water - HDPE PE100 - End Cap - 125-200 mm,"Subcategory: Irrigation Water | Supply, install, joint, support, identify, test and commission HDPE PE100 end cap for irrigation water, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 32 84 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | UV Resistance: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-04419,plumbing,Piping Systems,Irrigation Water - HDPE PE100 - End Cap - 15-25 mm,"Subcategory: Irrigation Water | Supply, install, joint, support, identify, test and commission HDPE PE100 end cap for irrigation water, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 32 84 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | UV Resistance: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-04420,plumbing,Piping Systems,Irrigation Water - HDPE PE100 - End Cap - 250-400 mm,"Subcategory: Irrigation Water | Supply, install, joint, support, identify, test and commission HDPE PE100 end cap for irrigation water, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 32 84 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | UV Resistance: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-04421,plumbing,Piping Systems,Irrigation Water - HDPE PE100 - End Cap - 32-50 mm,"Subcategory: Irrigation Water | Supply, install, joint, support, identify, test and commission HDPE PE100 end cap for irrigation water, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 32 84 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | UV Resistance: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-04422,plumbing,Piping Systems,Irrigation Water - HDPE PE100 - End Cap - 65-100 mm,"Subcategory: Irrigation Water | Supply, install, joint, support, identify, test and commission HDPE PE100 end cap for irrigation water, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 32 84 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | UV Resistance: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-04423,plumbing,Piping Systems,Irrigation Water - HDPE PE100 - Equal Tee - 125-200 mm,"Subcategory: Irrigation Water | Supply, install, joint, support, identify, test and commission HDPE PE100 equal tee for irrigation water, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 32 84 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | UV Resistance: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-04424,plumbing,Piping Systems,Irrigation Water - HDPE PE100 - Equal Tee - 15-25 mm,"Subcategory: Irrigation Water | Supply, install, joint, support, identify, test and commission HDPE PE100 equal tee for irrigation water, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 32 84 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | UV Resistance: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-04425,plumbing,Piping Systems,Irrigation Water - HDPE PE100 - Equal Tee - 250-400 mm,"Subcategory: Irrigation Water | Supply, install, joint, support, identify, test and commission HDPE PE100 equal tee for irrigation water, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 32 84 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | UV Resistance: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-04426,plumbing,Piping Systems,Irrigation Water - HDPE PE100 - Equal Tee - 32-50 mm,"Subcategory: Irrigation Water | Supply, install, joint, support, identify, test and commission HDPE PE100 equal tee for irrigation water, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 32 84 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | UV Resistance: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-04427,plumbing,Piping Systems,Irrigation Water - HDPE PE100 - Equal Tee - 65-100 mm,"Subcategory: Irrigation Water | Supply, install, joint, support, identify, test and commission HDPE PE100 equal tee for irrigation water, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 32 84 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | UV Resistance: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-04428,plumbing,Piping Systems,Irrigation Water - HDPE PE100 - Expansion Joint - 125-200 mm,"Subcategory: Irrigation Water | Supply, install, joint, support, identify, test and commission HDPE PE100 expansion joint for irrigation water, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 32 84 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | UV Resistance: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-04429,plumbing,Piping Systems,Irrigation Water - HDPE PE100 - Expansion Joint - 15-25 mm,"Subcategory: Irrigation Water | Supply, install, joint, support, identify, test and commission HDPE PE100 expansion joint for irrigation water, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 32 84 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | UV Resistance: ___ | Joint Type: ___",,no.,,,,,,,
